CustomerID,Total Purchase,Frequency,Recency,Cluster
13470.0,165.0,2,116,0
13471.0,2531.58,4,22,0
13473.0,422.64000000000004,2,39,0
13474.0,229.59,1,237,2
13475.0,1431.7800000000002,4,188,2
13476.0,1238.47,2,179,2
13477.0,1454.5800000000002,6,5,0
13479.0,300.95,2,201,2
13481.0,1804.5600000000002,5,46,0
13482.0,184.64,1,233,2
13483.0,140.34,1,214,2
13484.0,313.8,1,6,0
13485.0,454.24,1,234,2
13486.0,1122.4099999999999,3,79,0
13487.0,575.4000000000001,3,58,0
13488.0,8968.31,13,9,1
13489.0,449.52,4,106,0
13491.0,1215.8199999999997,10,39,0
13492.0,1269.84,3,96,0
13493.0,618.63,2,98,0
13494.0,316.26000000000005,1,342,2
13495.0,2044.87,5,233,2
13496.0,653.3299999999999,2,11,0
13497.0,348.04999999999995,2,310,2
13499.0,1159.11,5,18,0
13500.0,1166.77,3,24,0
13501.0,1340.32,1,288,2
13502.0,291.99999999999994,3,17,0
13503.0,216.85000000000002,1,72,0
13504.0,295.93000000000006,1,183,2
13505.0,4393.63,4,73,0
13506.0,458.52,2,317,2
13507.0,2479.16,4,108,0
13508.0,110.97000000000003,1,67,0
13509.0,979.72,7,37,0
13510.0,1791.56,4,46,0
13512.0,251.20999999999998,1,261,2
13513.0,205.09999999999997,1,216,2
13514.0,152.20000000000002,1,74,0
13515.0,891.12,4,73,0
13516.0,1389.4100000000003,3,22,0
13517.0,2128.42,3,30,0
13518.0,659.4399999999998,1,86,0
13519.0,122.75,1,78,0
13520.0,3624.3499999999995,6,0,0
13521.0,1093.65,3,11,0
13522.0,125.80000000000001,1,90,0
13523.0,3964.88,5,47,0
13524.0,680.1800000000001,5,41,0
13525.0,628.78,2,15,0
13527.0,2287.51,7,31,0
13529.0,307.76,2,79,0
13531.0,483.80000000000007,2,206,2
13532.0,210.30999999999995,1,182,2
13533.0,270.79,3,65,0
13534.0,5870.08,25,54,1
13536.0,3448.29,7,10,0
13538.0,1280.8500000000001,7,32,0
13539.0,631.34,3,86,0
13544.0,291.40999999999997,2,40,0
13546.0,626.99,3,13,0
13548.0,682.4100000000001,2,67,0
13549.0,918.1999999999999,7,3,0
13551.0,91.80000000000001,1,320,2
13552.0,3740.0699999999997,12,87,1
13555.0,4149.280000000001,4,74,0
13557.0,584.06,2,29,0
13558.0,605.06,4,24,0
13560.0,174.36999999999998,1,301,2
13561.0,141.86,1,127,0
13562.0,1799.33,3,82,0
13563.0,777.53,2,85,0
13564.0,1749.0200000000004,3,145,0
13565.0,240.22,2,20,0
13566.0,874.71,2,41,0
13568.0,192.85,1,174,2
13569.0,373.74999999999994,2,18,0
13570.0,239.49000000000004,1,67,0
13571.0,2092.3199999999997,12,13,1
13572.0,1384.2499999999998,1,206,2
13573.0,294.4,2,51,0
13575.0,732.07,5,0,0
13576.0,6717.34,18,11,1
13577.0,1687.6000000000001,4,6,0
13579.0,467.0400000000001,2,15,0
13581.0,118.0,1,283,2
13583.0,781.03,1,156,2
13584.0,142.4,1,191,2
13587.0,712.4,1,153,2
13588.0,2478.95,9,16,0
13589.0,379.65000000000003,2,15,0
13590.0,1981.9199999999994,6,3,0
13591.0,1117.1299999999997,3,183,2
13592.0,247.95999999999998,4,66,0
13593.0,2037.0800000000002,5,109,0
13594.0,396.97,1,53,0
13596.0,697.0400000000001,2,13,0
13598.0,180.17000000000002,1,48,0
13599.0,5153.67,21,6,1
13600.0,219.51999999999998,1,313,2
13601.0,693.32,2,5,0
13602.0,428.89,1,183,2
13603.0,164.34,1,27,0
13606.0,280.53999999999996,3,59,0
13607.0,678.0100000000001,1,41,0
13610.0,1131.88,7,13,0
13611.0,1171.7999999999997,3,31,0
13614.0,1610.46,4,25,0
13615.0,417.6900000000001,1,319,2
13617.0,544.1800000000001,3,4,0
13618.0,177.34,1,174,2
13621.0,213.85,1,117,0
13623.0,747.7800000000001,5,90,0
13626.0,257.22999999999996,1,340,2
13627.0,1638.47,5,30,0
13629.0,7792.360000000001,11,24,1
13630.0,2031.7800000000002,7,76,0
13631.0,3070.42,11,144,1
13632.0,2121.27,5,25,0
13634.0,1575.1599999999999,5,36,0
13635.0,1071.03,1,275,2
13636.0,949.12,5,93,0
13637.0,810.5,3,53,0
13638.0,122.64,1,16,0
13639.0,1033.3400000000001,1,75,0
13642.0,354.8,1,127,0
13643.0,519.44,3,121,0
13644.0,2624.26,4,17,0
13645.0,252.1,1,32,0
13647.0,1678.1200000000001,4,10,0
13649.0,346.6,2,257,2
13650.0,1836.3400000000001,6,1,0
13651.0,94.2,2,40,0
13652.0,1095.08,3,46,0
13654.0,2707.33,6,36,0
13655.0,932.97,2,6,0
13656.0,379.65000000000003,2,165,2
13657.0,382.14,2,11,0
13658.0,2639.1700000000005,5,10,0
13659.0,1573.1999999999998,2,206,2
13662.0,897.76,3,35,0
13663.0,189.46999999999997,1,180,2
13666.0,84.65,3,61,0
13667.0,305.0199999999999,1,150,2
13668.0,6363.59,21,11,1
13669.0,218.55,2,51,0
13670.0,349.7,1,76,0
13672.0,186.39,2,38,0
13673.0,396.91999999999996,2,19,0
13675.0,486.82000000000005,2,33,0
13678.0,232.6,1,33,0
13680.0,3722.42,4,40,0
13681.0,827.83,4,18,0
13682.0,59.5,1,218,2
13684.0,67.23,1,286,2
13685.0,3119.44,7,46,0
13686.0,72.0,1,65,0
13689.0,910.0,1,153,2
13690.0,172.25,1,30,0
13692.0,1488.32,3,25,0
13695.0,2504.13,15,2,1
13697.0,151.3,1,333,2
13699.0,308.58,1,156,2
13700.0,2265.12,10,6,1
13703.0,99.5,1,319,2
13704.0,2308.0600000000004,9,0,0
13705.0,711.86,3,145,0
13706.0,330.79,1,69,0
13707.0,806.41,2,267,2
13708.0,296.88,1,272,2
13709.0,6328.05,13,50,1
13710.0,180.48,1,121,0
13711.0,252.06000000000003,2,219,2
13712.0,228.83999999999997,1,159,2
13715.0,1079.3400000000001,5,223,2
13716.0,138.28,1,270,2
13717.0,1445.0100000000002,6,57,0
13718.0,306.55,2,159,2
13719.0,1041.68,5,16,0
13720.0,799.9,4,117,0
13721.0,524.1400000000001,1,274,2
13722.0,2375.41,3,132,0
13723.0,199.85000000000002,1,188,2
13725.0,1980.56,8,50,0
13726.0,1079.6599999999999,2,101,0
13727.0,333.48,2,29,0
13728.0,1016.1400000000001,6,108,0
13730.0,752.6,2,136,0
13731.0,610.59,2,159,2
13732.0,491.86000000000007,1,29,0
13735.0,2885.2399999999993,4,25,0
13736.0,731.8999999999999,2,242,2
13737.0,339.6,1,201,2
13739.0,216.9,1,19,0
13740.0,350.75,1,241,2
13741.0,668.4300000000001,3,72,0
13742.0,3131.0199999999995,12,17,1
13743.0,1341.6,7,1,0
13744.0,1156.36,2,215,2
13745.0,300.03999999999996,1,163,2
13747.0,79.6,1,697,2
13748.0,948.2499999999999,5,159,0
13750.0,1647.26,5,54,0
13751.0,296.25,1,289,2
13752.0,1186.28,6,96,0
13753.0,741.26,1,288,2
13754.0,282.6,2,33,0
13755.0,2161.35,9,10,0
13756.0,5189.52,14,23,1
13758.0,3190.55,7,12,0
13759.0,659.41,2,72,0
13760.0,286.78999999999996,2,55,0
13761.0,1070.65,2,51,0
13762.0,306.72,1,219,2
13763.0,1714.9599999999998,1,153,0
13764.0,1521.7600000000002,3,71,0
13769.0,2796.51,10,93,1
13771.0,2634.45,4,183,0
13772.0,1132.13,3,182,2
13774.0,345.0,1,82,0
13778.0,178.7,1,104,0
13780.0,360.01000000000005,2,171,2
13781.0,127.84,1,281,2
13782.0,912.0,6,13,0
13784.0,2462.7899999999995,11,10,1
13786.0,230.4,1,516,2
13787.0,309.04,2,76,0
13790.0,348.79999999999995,1,212,2
13791.0,1516.0,2,169,2
13792.0,195.54999999999995,2,244,2
13799.0,688.8600000000001,2,117,0
13800.0,558.32,1,283,2
13801.0,324.79999999999995,1,244,2
13802.0,4599.42,3,139,0
13803.0,277.07000000000005,1,256,2
13804.0,2635.79,7,79,0
13805.0,924.5999999999999,2,53,0
13806.0,256.38,1,153,2
13807.0,112.6,1,516,2
13808.0,1747.6600000000003,5,47,0
13809.0,155.05,1,161,2
13810.0,1499.0100000000002,3,29,0
13811.0,814.5,3,95,0
13812.0,539.0,3,43,0
13813.0,1366.8600000000001,4,31,0
13814.0,1579.1200000000001,2,123,0
13815.0,4027.36,4,23,0
13816.0,571.6700000000001,2,24,0
13817.0,382.97999999999996,2,59,0
13819.0,1140.35,3,38,0
13821.0,385.64,2,145,0
13822.0,632.0,2,41,0
13823.0,957.66,2,19,0
13824.0,1698.94,5,6,0
13826.0,189.5,1,177,2
13827.0,412.05,3,58,0
13828.0,209.49000000000004,1,23,0
13831.0,2202.99,6,17,0
13832.0,52.199999999999996,1,20,0
13833.0,384.7999999999999,1,278,2
13835.0,834.57,4,26,0
13837.0,271.24,2,5,0
13838.0,691.7299999999999,4,118,0
13841.0,85.0,1,340,2
13842.0,3385.6200000000003,9,0,1
13844.0,361.62,1,12,0
13845.0,312.98,1,183,2
13846.0,865.0600000000002,3,25,0
13848.0,1255.0,3,123,0
13849.0,1537.95,2,52,0
13850.0,1595.4800000000002,1,305,2
13851.0,2651.4599999999996,3,215,2
13853.0,1090.1399999999999,1,58,0
13854.0,8109.52,25,1,1
13856.0,388.5,3,95,0
13858.0,216.17000000000002,1,58,0
13859.0,201.16,1,327,2
13860.0,1245.9,5,15,0
13862.0,2209.36,8,19,0
13863.0,305.78,1,189,2
13865.0,501.56,4,0,0
13866.0,145.67,1,75,0
13867.0,1015.29,3,75,0
13868.0,3192.54,2,301,2
13869.0,3104.95,4,124,0
13870.0,2770.94,8,41,0
13871.0,6403.25,13,23,1
13873.0,389.59999999999997,3,2,0
13874.0,540.45,1,358,2
13875.0,1786.79,5,38,0
13876.0,122.69999999999999,1,153,2
13877.0,117.24000000000001,1,87,0
13878.0,1281.53,1,55,0
13880.0,3219.7700000000004,13,22,1
13882.0,1191.13,5,12,0
13883.0,2674.48,5,11,0
13884.0,787.6000000000001,5,31,0
13885.0,506.8,2,201,2
13886.0,243.56,1,72,0
13887.0,349.54999999999995,1,204,2
13888.0,605.63,2,2,0
13889.0,416.9,1,123,0
13890.0,1883.8100000000004,10,23,0
13892.0,632.97,4,27,0
13893.0,821.1000000000001,1,298,2
13894.0,564.6200000000001,3,24,0
13895.0,2593.0699999999997,4,29,0
13897.0,311.15999999999997,1,51,0
13898.0,155.93,1,326,2
13899.0,388.52,2,17,0
13900.0,740.9499999999999,3,94,0
13901.0,2867.2,5,73,0
13904.0,332.64000000000004,2,295,2
13908.0,2369.55,4,80,0
13911.0,2580.91,9,58,0
13914.0,626.45,2,12,0
13917.0,272.03999999999996,2,50,0
13918.0,1212.8400000000004,2,50,0
13919.0,384.81000000000006,2,30,0
13922.0,172.24999999999997,1,352,2
13923.0,351.13000000000005,1,54,0
13924.0,1838.85,6,18,0
13925.0,678.25,4,63,0
13926.0,223.85000000000002,1,24,0
13927.0,348.99000000000007,1,75,0
13928.0,464.57,4,11,0
13929.0,842.65,2,170,2
13930.0,337.34,2,58,0
13931.0,1237.53,2,215,2
13932.0,307.4,1,295,2
13933.0,608.7899999999998,2,110,0
13934.0,922.0999999999999,1,264,2
13936.0,376.5799999999999,1,180,2
13937.0,158.85,1,170,2
13938.0,71.66,1,243,2
13939.0,568.55,3,24,0
13940.0,839.14,4,18,0
13941.0,5112.96,5,22,1
13946.0,561.57,3,80,0
13947.0,90.6,1,214,2
13948.0,101.99999999999999,1,361,2
13949.0,2427.3199999999997,6,25,0
13950.0,745.0600000000001,4,12,0
13951.0,674.4499999999998,3,177,2
13952.0,3251.071,2,188,2
13953.0,3515.6799999999994,7,53,0
13954.0,439.92,2,71,0
13955.0,322.96,2,125,0
13956.0,1026.42,5,55,0
13959.0,598.1999999999999,3,80,0
13960.0,230.22,2,22,0
13962.0,169.55,2,22,0
13963.0,664.5400000000001,4,252,2
13967.0,80.7,1,146,2
13969.0,9053.939999999999,18,17,1
13971.0,2758.26,8,19,0
13972.0,190.25000000000003,2,71,0
13973.0,264.7,1,288,2
13974.0,413.59,1,50,0
13975.0,2526.2799999999997,6,121,0
13976.0,357.98,1,207,2
13978.0,196.79,2,15,0
13979.0,869.8699999999998,1,74,0
13980.0,200.14000000000001,1,61,0
13982.0,1871.81,4,40,0
13983.0,2603.4300000000003,12,0,1
13984.0,920.51,5,27,0
13985.0,7060.13,15,0,1
13986.0,320.46000000000004,1,18,0
13988.0,4147.96,6,20,1
13989.0,1266.08,2,214,2
13990.0,311.3,1,66,0
13991.0,855.9700000000001,6,13,0
13992.0,76.8,1,90,0
13993.0,3466.3600000000006,9,31,1
13994.0,2313.1400000000003,6,40,0
13995.0,1393.69,5,16,0
13999.0,3901.81,12,11,1
14000.0,635.6600000000001,1,5,0
14001.0,2043.0800000000002,3,46,0
14002.0,529.7299999999999,2,135,0
14004.0,4582.639999999999,7,44,1
14005.0,2874.72,5,10,0
14006.0,962.1899999999999,3,6,0
14009.0,695.6099999999999,2,199,2
14012.0,328.8,1,160,2
14013.0,473.02,3,98,0
14014.0,505.18,1,78,0
14015.0,917.34,1,53,0
14016.0,4341.21,4,208,0
14019.0,1421.61,3,47,0
14020.0,642.8000000000001,2,1,0
14021.0,631.9000000000001,3,5,0
14022.0,440.0,1,226,2
14023.0,584.0699999999999,2,281,2
14024.0,327.70000000000005,2,63,0
14027.0,104.82000000000002,1,61,0
14029.0,467.66,2,145,0
14030.0,2360.0899999999997,8,19,0
14032.0,2975.59,11,6,1
14034.0,651.8199999999999,3,23,0
14035.0,1428.0200000000002,5,29,0
14036.0,626.65,1,285,2
14037.0,147.2,2,177,2
14038.0,1560.3799999999994,3,79,0
14039.0,152.2,1,182,2
14040.0,3614.92,12,9,1
14041.0,141.41,1,267,2
14044.0,652.8199999999999,4,27,0
14045.0,1659.75,4,110,0
14046.0,154.99,1,285,2
14047.0,1308.6100000000001,5,74,0
14048.0,409.93,1,161,2
14049.0,5681.72,4,17,1
14050.0,746.3599999999999,2,107,0
14052.0,225.36,1,20,0
14053.0,260.25,2,155,2
14054.0,92.46,1,214,2
14055.0,725.6400000000001,1,107,0
14056.0,8214.65,23,16,1
14057.0,6217.959999999999,17,24,1
14059.0,183.6,1,267,2
14060.0,6140.42,19,23,1
14062.0,10464.850000000002,12,10,1
14064.0,1353.74,5,5,0
14066.0,152.55,1,267,2
14067.0,374.7,2,153,2
14068.0,265.85,1,321,2
14071.0,1438.8200000000002,8,20,0
14073.0,151.04,1,152,2
14075.0,942.26,3,20,0
14076.0,122.47,1,305,2
14077.0,499.4200000000001,5,41,0
14078.0,1049.37,6,66,0
14079.0,375.0999999999999,1,155,2
14080.0,45.599999999999994,1,152,2
14081.0,934.52,2,69,0
14082.0,182.24999999999997,1,424,2
14083.0,1018.4300000000001,9,37,0
14085.0,4448.540000000001,18,10,1
14087.0,194.42,1,151,2
14089.0,161.0,1,57,0
14090.0,76.32000000000001,1,325,2
14092.0,4076.91,14,24,1
14093.0,442.84999999999997,1,13,0
14098.0,147.34999999999997,1,274,2
14099.0,3104.17,11,17,1
14100.0,194.90000000000003,1,138,0
14101.0,5976.790000000001,6,74,1
14102.0,1360.28,5,12,0
14104.0,216.20999999999998,2,125,0
14105.0,1266.23,1,239,2
14107.0,2703.23,7,52,0
14108.0,597.9100000000001,2,90,0
14109.0,144.2,1,73,0
14110.0,5683.1500000000015,12,1,1
14111.0,692.85,4,6,0
14112.0,2915.15,7,23,0
14113.0,1840.4199999999998,4,23,0
14114.0,386.53,2,37,0
14116.0,1382.7399999999998,5,20,0
14117.0,90.0,1,144,2
14121.0,2780.15,4,11,0
14124.0,419.58000000000004,1,85,0
14125.0,2740.4300000000003,3,11,0
14126.0,706.1300000000001,3,11,0
14127.0,709.7099999999999,3,93,0
14128.0,637.5000000000002,2,61,0
14129.0,1123.8600000000001,5,18,0
14130.0,483.86,1,320,2
14132.0,3586.0299999999997,11,3,1
14133.0,605.6399999999999,3,305,2
14135.0,4690.3099999999995,15,39,1
14138.0,982.3800000000002,2,120,0
14139.0,415.81999999999994,1,47,0
14140.0,935.05,2,121,0
14141.0,915.1300000000001,4,30,0
14142.0,311.81,1,697,2
14143.0,115.8,1,134,0
14145.0,3742.2,4,47,0
14146.0,4191.0,5,82,0
14147.0,483.4,2,78,0
14148.0,157.2,1,234,2
14149.0,446.62000000000006,1,280,2
14150.0,658.64,2,243,2
14152.0,621.29,2,76,0
14154.0,1345.62,2,240,2
14155.0,118.75,1,267,2
14157.0,432.88,2,20,0
14158.0,507.65999999999997,1,41,0
14159.0,4693.01,11,20,1
14161.0,1110.52,3,127,0
14162.0,289.36,2,174,2
14163.0,2445.9100000000003,4,64,0
14164.0,1631.7700000000004,2,71,0
14165.0,122.54,1,98,0
14167.0,574.84,4,9,0
14171.0,363.79,1,304,2
14173.0,450.8400000000001,4,11,0
14174.0,134.46,1,182,2
14175.0,3222.3,3,30,0
14176.0,576.9,4,298,2
14177.0,559.4100000000001,4,87,0
14178.0,1620.9300000000003,7,29,0
14179.0,719.78,2,41,0
14180.0,4748.52,25,11,1
14184.0,452.89,1,244,2
14185.0,197.65,1,9,0
14188.0,2054.36,6,72,0
14189.0,4654.08,15,17,1
14191.0,4684.76,13,10,1
14193.0,853.3900000000001,2,270,2
14194.0,11349.52,21,19,1
14195.0,1011.9999999999998,2,202,2
14196.0,335.52,1,107,0
14198.0,701.4,4,19,0
14199.0,185.39999999999998,1,219,2
14201.0,747.4400000000002,7,61,0
14204.0,161.02999999999994,1,151,2
14205.0,466.70000000000005,2,17,0
14206.0,328.15999999999997,1,240,2
14208.0,151.73999999999998,1,184,2
14209.0,2073.4300000000003,6,11,0
14210.0,1905.8400000000001,6,106,0
14211.0,2241.1000000000004,9,54,0
14212.0,1070.48,1,31,0
14214.0,1004.3800000000001,5,51,0
14215.0,1789.72,6,12,0
14216.0,1839.3000000000002,4,17,0
14217.0,2004.9799999999998,17,12,1
14218.0,169.48000000000002,1,43,0
14219.0,89.94,1,212,2
14220.0,632.3999999999999,2,189,2
14221.0,3432.8,9,43,1
14222.0,683.1700000000001,1,178,2
14223.0,991.1300000000001,3,123,0
14224.0,1050.1200000000001,4,111,0
14226.0,2232.19,5,29,0
14227.0,3350.96,10,27,1
14229.0,1547.2,3,52,0
14231.0,925.71,3,95,0
14232.0,2048.07,5,43,0
14233.0,1462.7200000000003,4,5,0
14234.0,775.4600000000003,4,22,0
14235.0,3144.86,5,76,0
14236.0,490.86,2,81,0
14237.0,161.00000000000003,1,697,2
14238.0,146.85,1,327,2
14239.0,2380.8500000000004,11,44,1
14240.0,890.3400000000001,2,90,0
14241.0,213.70000000000005,1,95,0
14242.0,280.55,2,235,2
14243.0,2588.7699999999995,10,128,1
14245.0,1693.4499999999998,2,249,2
14246.0,1474.0600000000002,3,111,0
14247.0,136.76999999999998,1,190,2
14248.0,302.58,1,319,2
14250.0,1904.05,3,31,0
14251.0,2879.7,5,11,0
14256.0,969.06,2,261,2
14257.0,3099.7200000000003,5,124,0
14258.0,12669.98,9,10,1
14259.0,120.0,1,142,0
14261.0,1163.45,2,51,0
14262.0,2618.2299999999996,8,18,0
14264.0,333.97,2,125,0
14265.0,530.18,2,110,0
14267.0,1516.24,3,163,0
14270.0,492.65,1,9,0
14271.0,112.32,1,226,2
14272.0,437.96000000000004,2,74,0
14273.0,559.97,4,36,0
14276.0,1119.7400000000002,3,4,0
14277.0,4216.2,3,16,0
14280.0,134.04,1,197,2
14282.0,3729.34,15,20,1
14284.0,595.25,2,87,0
14285.0,1910.0100000000002,4,22,0
14286.0,4628.75,3,24,0
14287.0,176.63,3,199,2
14288.0,426.6,1,66,0
14289.0,911.26,6,6,0
14290.0,2314.6499999999996,5,12,0
14291.0,3883.25,11,32,1
14292.0,4871.929999999999,9,1,1
14293.0,1046.56,4,148,0
14295.0,166.2,1,41,0
14297.0,1305.3299999999997,4,18,0
14299.0,3965.62,9,0,1
14300.0,43.2,1,19,0
14301.0,640.1400000000001,1,118,0
14304.0,383.45000000000005,1,339,2
14305.0,1858.9600000000003,3,72,0
14306.0,2093.3199999999997,2,52,0
14307.0,2995.72,6,1,0
14309.0,2352.53,9,29,0
14311.0,310.26,1,36,0
14312.0,1611.59,6,37,0
14314.0,120.0,1,107,0
14315.0,2481.13,6,45,0
14317.0,508.58,1,183,2
14320.0,477.78999999999996,2,39,0
14321.0,1530.7500000000002,5,11,0
14323.0,605.0600000000001,2,115,0
14326.0,183.85000000000002,1,36,0
14327.0,311.65000000000003,1,164,2
14329.0,5014.839999999999,7,18,1
14331.0,462.65999999999997,2,136,0
14332.0,866.3100000000001,3,23,0
14333.0,415.2,1,275,2
14334.0,2552.2100000000005,8,17,0
14335.0,468.25999999999993,2,17,0
14336.0,1614.91,4,17,0
14338.0,588.2199999999999,2,197,2
14339.0,309.52,1,36,0
14340.0,134.7,1,219,2
14341.0,2182.28,8,46,0
14342.0,668.5600000000002,4,22,0
14344.0,889.9300000000002,8,98,0
14345.0,108.97999999999999,1,333,2
14346.0,1021.58,2,32,0
14348.0,409.57,1,261,2
14349.0,133.5,1,11,0
14350.0,282.92999999999995,1,68,0
14351.0,51.0,1,165,2
14352.0,1078.9600000000003,4,37,0
14353.0,90.6,1,127,0
14354.0,163.62,2,90,0
14355.0,174.4,1,454,2
14356.0,701.23,2,80,0
14357.0,225.76999999999998,1,44,0
14359.0,912.1800000000001,3,20,0
14360.0,2128.2300000000005,4,121,0
14362.0,161.2,1,23,0
14364.0,3717.35,8,5,1
14367.0,9261.52,16,22,1
14368.0,155.0,1,320,2
14371.0,100.5,1,296,2
14373.0,76.55,1,359,2
14375.0,257.68,1,157,2
14377.0,617.05,2,263,2
14379.0,348.1,2,45,0
14381.0,202.68,1,53,0
14382.0,626.07,1,27,0
14383.0,1247.69,3,164,0
14385.0,202.10999999999999,3,10,0
14386.0,142.4,1,297,2
14387.0,1770.5600000000002,3,75,0
14388.0,3212.84,8,11,1
14389.0,1043.46,2,214,2
14390.0,4652.82,9,5,1
14393.0,67.94999999999999,1,218,2
14395.0,3507.71,9,60,1
14396.0,487.99000000000007,2,214,2
14397.0,2612.96,19,4,1
14400.0,574.6999999999999,1,150,2
14401.0,4051.4799999999996,13,65,1
14403.0,1475.8100000000002,4,142,0
14404.0,1474.32,6,109,0
14406.0,156.75,1,2,0
14407.0,2157.73,6,108,0
14408.0,2606.53,7,11,0
14409.0,2059.4500000000003,6,71,0
14410.0,1105.0700000000002,9,123,0
14411.0,1063.0,1,311,2
14412.0,770.0300000000001,2,43,0
14413.0,122.7,1,363,2
14414.0,1496.98,7,92,0
14415.0,5900.280000000001,13,20,1
14416.0,490.2200000000001,2,23,0
14418.0,1937.25,3,26,0
14419.0,1058.06,6,11,0
14420.0,387.52,1,334,2
14421.0,813.1100000000001,2,5,0
14422.0,4263.639999999999,6,18,1
14423.0,265.2,1,219,2
14424.0,322.08,1,18,0
14426.0,4481.67,10,24,1
14427.0,363.34000000000003,2,51,0
14428.0,1244.83,5,80,0
14431.0,470.36,1,69,0
14432.0,2255.51,6,10,0
14434.0,1372.8,6,22,0
14436.0,89.06,1,304,2
14437.0,63.0,1,454,2
14438.0,131.9,1,191,2
14439.0,2661.24,1,320,2
14440.0,2357.6800000000003,5,43,0
14441.0,1712.8900000000003,4,44,0
14442.0,1589.82,2,205,2
14443.0,1420.2,4,54,0
14446.0,1039.58,4,29,0
14447.0,1163.2300000000002,5,19,0
14448.0,375.35,2,10,0
14449.0,907.1,4,19,0
14450.0,483.24999999999994,3,4,0
14451.0,662.59,2,61,0
14452.0,264.44,2,11,0
14453.0,119.93,1,307,2
14456.0,3062.3999999999996,9,23,1
14457.0,113.64,1,311,2
14459.0,1837.92,1,156,0
14460.0,434.34000000000003,3,111,0
14461.0,2103.0599999999995,3,149,0
14462.0,2004.02,11,32,1
14463.0,529.62,3,171,2
14465.0,1058.62,3,69,0
14466.0,2272.4,7,60,0
14467.0,598.76,4,18,0
14470.0,461.19000000000005,2,12,0
14472.0,1936.84,8,64,0
14473.0,234.34,2,75,0
14474.0,547.6600000000001,1,47,0
14475.0,925.8499999999999,3,72,0
14476.0,215.7,1,258,2
14477.0,1309.6000000000001,4,20,0
14479.0,316.24999999999994,2,254,2
14480.0,279.05,1,12,0
14481.0,636.51,2,165,2
14482.0,2068.15,6,19,0
14483.0,137.1,1,282,2
14484.0,321.92,1,51,0
14485.0,165.75,1,333,2
14487.0,1196.33,6,27,0
14488.0,1064.2800000000002,1,275,2
14489.0,463.38,1,208,2
14491.0,340.93,2,176,2
14493.0,2383.2400000000002,5,17,0
14494.0,139.56,1,26,0
14495.0,123.79999999999998,2,51,0
14496.0,538.8100000000001,2,342,2
14497.0,475.37,1,283,2
14498.0,1957.3200000000002,5,43,0
14499.0,815.3199999999999,3,27,0
14500.0,356.85,3,1,0
14501.0,251.21,2,95,0
14502.0,2470.67,11,20,1
14503.0,3543.26,6,11,0
14504.0,673.26,4,48,0
14505.0,5905.64,8,18,1
14506.0,2012.17,5,18,0
14507.0,1383.18,6,24,0
14508.0,276.42,2,22,0
14511.0,1314.8100000000002,5,12,0
14512.0,275.28,2,218,2
14513.0,455.59000000000003,3,101,0
14514.0,1055.35,3,9,0
14515.0,2102.0899999999997,6,18,0
14517.0,330.45000000000005,2,142,0
14518.0,174.37,1,183,2
14520.0,270.6,2,120,0
14522.0,974.54,4,25,0
14523.0,241.09,1,109,0
14524.0,1867.6800000000003,9,72,0
14525.0,4332.2,9,20,1
14528.0,364.21999999999997,1,302,2
14529.0,620.04,3,61,0
14530.0,2925.9100000000003,6,26,0
14532.0,932.8500000000001,4,237,2
14533.0,1949.7200000000003,7,25,0
14534.0,4447.050000000001,18,2,1
14535.0,2864.19,3,61,0
14536.0,171.8,1,260,2
14537.0,355.56000000000006,1,58,0
14538.0,388.24999999999994,2,183,2
14539.0,537.48,2,16,0
14540.0,996.26,3,10,0
14541.0,1461.6500000000003,8,0,0
14542.0,103.25000000000001,1,157,2
14543.0,3630.3300000000004,16,29,1
14544.0,2024.45,2,25,0
14546.0,2578.09,5,41,0
14547.0,4007.54,8,13,1
14548.0,652.8,2,3,0
14549.0,289.24,1,342,2
14550.0,765.62,2,11,0
14551.0,186.23000000000002,2,19,0
14552.0,165.07,1,33,0
14553.0,859.2700000000001,5,20,0
14554.0,2381.04,4,11,0
14555.0,324.14,2,58,0
14557.0,788.38,1,86,0
14560.0,2237.7699999999995,22,17,1
14561.0,1080.76,3,76,0
14562.0,5074.77,18,12,1
14565.0,3099.1200000000003,4,114,0
14566.0,1432.0,1,111,0
14567.0,1530.3600000000001,2,57,0
14569.0,227.38999999999996,1,120,0
14570.0,218.06,2,251,2
14572.0,2832.84,7,41,0
14573.0,1653.42,9,35,0
14576.0,35.400000000000006,1,665,2
14577.0,859.7100000000002,4,13,0
14578.0,168.63,1,181,2
14581.0,138.6,1,17,0
14582.0,114.11,1,41,0
14583.0,1052.55,5,145,0
14584.0,1042.2600000000002,4,94,0
14585.0,157.05,1,51,0
14586.0,237.36,1,129,0
14587.0,1601.1399999999999,9,9,0
14589.0,39.75,1,638,2
14591.0,1447.14,4,16,0
14592.0,570.4599999999999,3,57,0
14593.0,617.99,3,22,0
14594.0,379.8299999999999,2,301,2
14595.0,1740.6000000000001,6,20,0
14597.0,883.1500000000001,2,12,0
14598.0,221.97,1,45,0
14600.0,393.33,1,161,2
14601.0,213.96000000000004,1,11,0
14603.0,660.0,1,68,0
14608.0,1785.1499999999999,4,59,0
14609.0,601.5600000000001,4,73,0
14616.0,406.08000000000004,3,36,0
14618.0,553.44,3,10,0
14619.0,394.43999999999994,1,128,0
14620.0,412.78000000000003,2,206,2
14621.0,1788.3600000000004,5,90,0
14622.0,320.58,1,126,0
